Data_Medicao;Precipitacao_total_diario(AUT)(mm);Pressao_atmosferica_media_diario(AUT)(mB);Temperatura_ponto_orvalho_media_diario(AUT)(°C);Temperatura_maxima_diario(AUT)(°C);Temperatura_minima_diario(AUT)(°C);Umidade_relativa_do_ar_media_diario(AUT)(%);Vento_velocidade_media_diario(AUT)(m/s)
12/03/2017;0;925,1;17;31,5;20,9;60,9;2,4
13/03/2017;0;925,5;17,8;27,5;21,3;72,7;2,1
14/03/2017;1,2;927,2;17,3;25,9;19,5;76,7;2,7
15/03/2017;2,4;927,3;17,6;28,3;19,9;73,4;2,4
16/03/2017;0;925,9;16,5;30,2;19,6;63,8;2,1
17/03/2017;0;925,6;17,8;29,6;21,7;71,8;1,6
18/03/2017;18;928,2;16,2;22;19,3;80,7;2,6
19/03/2017;0,8;928,7;15;19,5;16,5;84,1;2,2
20/03/2017;0,2;929,6;13,8;24,9;17,6;70,6;2,8
21/03/2017;0;930,8;13,6;25,5;15,5;70,5;2,2
22/03/2017;0;930,7;14;27,1;16,5;67,1;2,5
23/03/2017;0;928,4;14,2;27,4;16,6;67,8;2,5
24/03/2017;0;925,9;15,2;29,2;17,5;68,3;1,8
25/03/2017;9,8;925,4;16,2;27,6;19,5;70,7;1,3
26/03/2017;1;926,2;14,4;26,4;17,1;67,9;1,8
27/03/2017;0;926,8;14,6;24,7;17,8;70,5;1,9
28/03/2017;0;927,5;14,4;26,2;18,4;67,8;2,9
29/03/2017;0;928,2;13;25;16,9;66,3;2,7
30/03/2017;0;927,4;12,9;25,4;16,6;67;2,3
31/03/2017;0;929,2;12;23,5;16;65,8;2,6
01/04/2017;0;930,2;12,6;23,9;16;69,3;2,8
02/04/2017;0,6;928,1;13,7;25,3;16,1;71,8;2,1
03/04/2017;0;926,9;14,3;28,1;16,3;68,9;2,3
04/04/2017;0;926,4;14,3;29,7;17,9;65;2
05/04/2017;0;925,5;14;30,4;18,4;57,8;1,5
06/04/2017;4,4;925,6;16,4;26,5;19,6;68,6;1,6
07/04/2017;80;926,3;19;22,6;19,3;89,8;1,1
08/04/2017;17,2;927,9;18,7;26,6;20,3;80,4;1,9
09/04/2017;0;927,9;17,9;28,1;19,6;76,9;2
10/04/2017;0;926,9;18,5;29,1;20,5;75,4;1,8
11/04/2017;5;925,9;18,1;29,9;21,1;69;1,7
12/04/2017;0;927,8;17;25,2;19,4;79,7;2,7
13/04/2017;1,2;929,5;15,1;20,3;17,2;82,1;2,3
14/04/2017;0;929,4;15;24,6;16,5;77,5;2,1
15/04/2017;0;929;15,7;27,8;17,8;72;1,6
16/04/2017;0;926,7;14,5;29,1;17,1;66,4;1,6
17/04/2017;0,2;927,1;15,9;24,3;18,7;78,5;1,8
18/04/2017;0,4;929,3;12,6;22,7;16,3;69;3,1
19/04/2017;0;929,3;11,4;23,2;14,8;66,8;3,2
20/04/2017;0;926,2;14,2;27,9;16,1;69;2,2
21/04/2017;0,4;923,9;15,7;24,6;17,6;72,5;2,2
22/04/2017;16,4;926,2;14;22;16,2;77,5;2,3
23/04/2017;2,4;929,9;13,7;21;16,1;77;2,3
24/04/2017;0;928,8;12,9;27,2;15;66,5;2,4
25/04/2017;0;925,2;15,5;28,7;17,9;67,6;2,3
26/04/2017;0;922,6;15,7;24,1;20,8;72,6;2,9
27/04/2017;10,6;926,8;14,4;20,3;17,2;82;2,1
28/04/2017;0,2;931,4;11,6;16,2;13,5;83;2,2
29/04/2017;0;932,2;12,2;19,1;13,3;79,7;2,7
30/04/2017;0;932,8;12,8;22,6;15,2;74;2,8
01/05/2017;0;932,4;12,5;24,4;15,1;70,7;2,4
02/05/2017;0;930,7;13,5;23,7;16;74;1,8
03/05/2017;0;930,5;13,8;25;15,1;75,6;1,7
04/05/2017;0;928,4;14,1;26,1;14,7;73;1,4
05/05/2017;22,2;927,9;15,4;21,6;17;84,1;1,2
06/05/2017;12,4;928,1;13,6;23,8;14,6;77;1,3
07/05/2017;1;928,1;14,3;22,3;16,5;76,9;1,9
08/05/2017;0;925,9;13,7;25;14,1;76,4;1,6
09/05/2017;0;925,7;12;25,4;14,5;64,6;1,5
10/05/2017;0;928,7;13,6;23,9;17;69,9;1,7
11/05/2017;0,8;929,8;13,2;21,8;16,2;75,1;2,2
12/05/2017;0;929,3;11,6;24,1;13,6;68,5;2,3
13/05/2017;0,2;926,2;13;27,2;13,8;67,8;2
14/05/2017;0;922,2;14;24,9;17,7;62;3,7
15/05/2017;0;925,2;12,4;24,2;15,5;66,3;1,8
16/05/2017;0;927,4;11,7;22,8;15;69;2,1
17/05/2017;0;928,4;11,8;21;14,9;71,3;2,8
18/05/2017;0;927,4;13,4;19;16,1;78,2;2,7
19/05/2017;null;null;null;null;15,7;null;null
20/05/2017;null;null;null;null;null;null;null
21/05/2017;null;null;null;null;null;null;null
22/05/2017;null;null;null;null;null;null;null
23/05/2017;null;930,5;12,4;22,3;13,4;75,3;2
24/05/2017;0;930,3;14,1;22,3;15;78,8;1,6
25/05/2017;0;930;15,2;27,3;15,6;75,8;1,1
26/05/2017;0,2;929,3;15,9;28,4;16;71,5;1,1
27/05/2017;0;930,4;16,4;24,4;18,4;78,2;1,3
28/05/2017;0;931;15,6;21,9;18,1;77,7;1,4
29/05/2017;0,2;930,1;14;25,2;14,9;74,3;1,4
30/05/2017;0;929,8;15;21;16,1;78,2;1,5
31/05/2017;0;927;12,9;24,8;16,9;66,2;1,9
01/06/2017;0;925,2;12,7;20,8;17,3;68,7;3,2
02/06/2017;0,2;929,1;9,1;21,3;12;65;2,6
03/06/2017;0;930,3;11,5;24,1;12,9;71,2;2,2
04/06/2017;0;928,5;13,5;28,3;13,4;72,2;1,3
05/06/2017;0;927,6;15,5;22,3;15,1;79,9;1,2
06/06/2017;57,2;927,2;16,5;23,5;17,4;85,7;1,2
07/06/2017;23,4;926,6;16,6;27,5;17,4;77,3;1,3
08/06/2017;0;924,1;13,7;27,2;17,7;60,6;2,1
09/06/2017;0,2;925,3;13,1;23,3;18,9;65;3,4
10/06/2017;0;928,5;6,3;19,4;10,9;59,8;1,8
11/06/2017;0;928,5;6,7;21,9;8,8;61,2;0,7
12/06/2017;0;928,6;10,1;21,7;11,9;69,8;0,7
13/06/2017;4,6;930;12,7;17,6;13,6;84,5;1
14/06/2017;12,2;932,1;12,8;20,8;14,1;81,3;1,5
15/06/2017;0;933,6;12,8;21,3;14,6;77,7;2,3
16/06/2017;0;931,5;11,9;23,6;14,1;72,8;2,1
17/06/2017;0;928,8;10,9;25;12,8;64,8;1,3
18/06/2017;0;928,3;10,3;24,8;13,6;59,6;1,5
19/06/2017;0;928,3;10,4;25,5;15;57,9;1,7
20/06/2017;0,2;932,3;12,8;17,3;14,8;82,6;2,3
21/06/2017;1;934,5;12,9;20;13,8;82,3;2,3
22/06/2017;0,2;933,8;12,6;22,3;14,5;73,3;2,7
23/06/2017;0;934;12;22,9;14;73;2,3
24/06/2017;0;934,9;12,5;21,9;14,5;74,1;2,3
25/06/2017;0;934,9;11,2;21,8;14,8;69,8;2,3
26/06/2017;0;933,6;11,1;22,2;13,1;71,2;2,4
27/06/2017;0;933;10,4;23,5;13,4;67,6;1,5
28/06/2017;0;933,2;11,1;25,3;12,9;65,1;1
29/06/2017;0;931,9;11,1;25,2;14,1;62,3;1
30/06/2017;0;931,4;10,1;24,3;13,7;59;1,3
01/07/2017;0;933,4;11,9;21;14,8;73,3;1,9
02/07/2017;0,2;937,1;8,7;16,8;12,2;72,7;3
03/07/2017;0,8;938,9;7,4;16,3;10,6;71;3,2
04/07/2017;0;938;6,3;17,5;9,3;66,3;2,5
05/07/2017;0;937,6;7;19,3;8,5;67;1,3
06/07/2017;0;935,8;9;20,7;10,7;71;1,8
07/07/2017;0,2;936;10;21,1;12,2;71,8;2
08/07/2017;0;935,5;10,4;21,7;13,1;69,6;2,1
09/07/2017;0;934,8;10,3;22,8;13,2;66,3;1,7
10/07/2017;0;934;10,6;23,9;12,7;68,8;1,2
11/07/2017;0;933,8;9,8;25,1;12,6;61,2;0,7
12/07/2017;0;934,7;10,9;23,2;12,7;67,8;1,6
13/07/2017;0;934,5;11,4;22,6;14,1;73;2,1
14/07/2017;0;933,6;11;24;12,7;69,2;1,6
15/07/2017;0;931,3;9,7;24,4;12,6;60,7;1,7
16/07/2017;0;930,7;6,9;24,4;15,3;45,2;2,4
17/07/2017;0;930,6;8,3;26,1;14,1;51,4;1,9
18/07/2017;0;933,5;8,1;17,7;10,4;78,1;3,2
19/07/2017;0;934,4;7,5;13,7;7,9;80,6;2,5
20/07/2017;0;932,2;10,4;23,1;10,2;74;2,2
21/07/2017;0,2;931,3;10,2;25;12,2;65,1;1,4
22/07/2017;0;932,5;9,4;23,1;13,1;63,5;1,4
23/07/2017;0;933,6;10,1;26;14,2;62,4;2,5
24/07/2017;0;935,2;8,1;24,6;12,4;54,6;1,4
25/07/2017;0;935,3;8,3;25,8;12,9;53,3;1
26/07/2017;0;934,3;9,3;24,6;13,4;57,2;1,1
27/07/2017;0;934,1;9,8;23,8;13,3;62,7;2
28/07/2017;0;935,3;9,8;21,7;12,7;68,3;2,6
29/07/2017;0;936,4;10;23,5;12,5;64,6;2,3
30/07/2017;0;936,2;10,7;24,1;14;65,9;2,1
31/07/2017;0;933,4;7,6;22,9;12,8;55,3;1
01/08/2017;0;930,4;6,9;21,7;11,9;53,9;1,3
02/08/2017;0;928,9;6,1;25,2;14,8;45,3;1,8
03/08/2017;0;925,2;7,3;21,5;15,7;46,4;3,4
04/08/2017;0,8;931,2;10,3;18,3;12,9;75,8;2,8
05/08/2017;2,4;933;9,2;17,2;12,7;74;2,7
06/08/2017;0;932,3;8,2;19,7;11,3;69,2;3
07/08/2017;0;929,5;8,5;25,7;10,3;64,3;2
08/08/2017;0;927,3;8,6;27,7;12;51,8;1,7
09/08/2017;0;925,8;7,7;29,1;17,1;37,3;2,7
10/08/2017;0;929,2;10,5;20,9;14,6;69,5;1,9
11/08/2017;0;930,2;9,2;23;12,5;64;3
12/08/2017;0;928,9;11,6;24,5;14;67,9;3,1
13/08/2017;0;926,4;11,3;30,3;13,8;60,9;1,9
14/08/2017;0;927,4;12,6;25,8;15,4;61,5;1,7
15/08/2017;0;929,5;11,4;16;14,3;80,2;2,2
16/08/2017;5,2;928,6;13,3;16,6;13,7;87,5;1,4
17/08/2017;5,8;929,1;13,1;16,2;14,9;87,4;1,3
18/08/2017;13,6;928,4;13,6;17,1;13,9;89,3;1
19/08/2017;2;926,7;14,7;17,8;14,3;87,5;1,3
20/08/2017;4;925,1;13,8;20,5;15,3;86,9;1,9
21/08/2017;27,8;934,5;9,7;16,1;11,1;83,4;3,2
22/08/2017;0,2;935,2;9,5;17,7;11;76,8;3,8
23/08/2017;0;932,5;11,5;22,2;12,9;75,3;2,9
24/08/2017;0;932,1;10,5;23,2;13,5;69,9;2,4
25/08/2017;0;931;11,1;25,7;13,3;70,1;2,5
26/08/2017;0;930;9,5;27,5;12,7;59,5;1,3
27/08/2017;0;928,2;8,1;28,1;14;48,9;1,1
28/08/2017;0;928,8;9,7;27,3;13,8;58,9;1,3
29/08/2017;0;928,6;10,3;29;12,3;64,4;1,1
30/08/2017;0;927,7;8,9;31,2;14,2;47,1;1,1
31/08/2017;0;932,2;12,5;25,3;16;73,7;2,9
01/09/2017;0;934,9;12,1;23,6;14,7;73,1;3,2
02/09/2017;0;935,1;10,6;25,4;14,6;65,3;3,2
03/09/2017;0;933,5;9,1;26,7;12,6;60;2,1
04/09/2017;0;931,4;7,6;28,5;13,3;48,8;1,4
05/09/2017;0;930,2;6,6;28,9;14,4;41;1,2
06/09/2017;0;930,8;10,1;27,4;15,2;55,8;1,7
07/09/2017;0;930,6;8,5;28,4;13,9;54,1;2
08/09/2017;0;928,1;6,3;30,1;15,3;40;1,7
09/09/2017;0;928,1;5;30;16,8;32,7;1,7
10/09/2017;0;928;7,3;30,3;16,8;38,2;1,8
11/09/2017;0;928,8;8,1;31,6;18,4;37,7;1,6
12/09/2017;0;930,2;9,9;31,2;18,8;45;1,9
13/09/2017;0;930,2;10,9;31,5;16,4;52,5;1,6
14/09/2017;0;929,1;7,1;32,3;18,7;34,5;2,2
15/09/2017;0;930,4;6,3;33,2;19,7;32,6;1,7
16/09/2017;0;930,7;11,7;32,4;16,8;57,9;1,8
17/09/2017;0;929,5;12;32,4;17,6;58,4;1,5
18/09/2017;0;931,1;13,7;30,3;17,7;66,3;2,1
19/09/2017;0;931,4;13,3;28,1;16,5;66,3;1,9
20/09/2017;0;931,3;13,1;27,6;15,3;67,8;1,9
21/09/2017;0;930,6;11,1;29,9;15,7;56,5;1,2
22/09/2017;0;929,2;6,8;30,1;17,4;36,6;1,2
23/09/2017;0;929,1;8,1;30,8;18;41,8;1,6
24/09/2017;0;930,7;13,1;25;17,7;65,3;3
25/09/2017;0;931,2;12,1;26,7;16,1;65;2,8
26/09/2017;0;928,6;11,5;27,8;14,7;64,3;2
27/09/2017;0;925,8;10,6;30,8;16;52,5;1,5
28/09/2017;0;928,1;13,3;27,3;19,8;60,8;2,2
29/09/2017;0,8;928,6;13,5;22,2;16,3;75;2,9
30/09/2017;12;921,6;14,8;22,3;16,3;80,6;2,6
01/10/2017;26,2;919,4;12,5;27;16,1;62,9;3,8
02/10/2017;0;919,9;13,2;22,8;19;64,5;2,2
03/10/2017;18,2;926,1;12,5;23,2;14,7;69,3;3,3
04/10/2017;0,4;929,8;8,5;24,2;14,3;57;2,6
05/10/2017;0;927,5;11;32,1;13,9;54,6;2
06/10/2017;0;927,7;13,5;33,5;18,8;51,8;2,1
07/10/2017;2,4;929,7;15;26,1;17,8;78,3;2,3
08/10/2017;6,2;926,6;15,7;26,2;17,3;73,8;1,8
09/10/2017;0;924,6;15;30,9;18;59,9;1,5
10/10/2017;0;925,1;15;34;20,2;58;1,5
11/10/2017;3,2;925;15,2;34,8;19,3;59,7;1,5
12/10/2017;32;925,7;15,5;34,8;18,6;60,1;1,9
13/10/2017;0;924,8;14,8;34,5;19;58,3;1,7
14/10/2017;10,6;925;16,2;32;20,7;65,3;2
15/10/2017;0,2;929,9;13,3;19,6;16,1;77,4;3,3
16/10/2017;0;931,3;12,4;24,5;15,4;67,8;3,6
17/10/2017;0;930,7;14;28,6;17,1;67,4;2,8
18/10/2017;0;927,8;13,1;31,9;17,8;55,2;2
19/10/2017;0;925;10,1;32,5;19,8;39,5;2,6
20/10/2017;0;926,8;14,2;26,4;18,8;65;2,5
21/10/2017;0;926,7;15,1;26;18,4;67,8;1,5
22/10/2017;0;926,7;15;23,3;19,8;71,4;2,6
23/10/2017;0;929,2;12,9;19,4;16,3;79,2;2,7
24/10/2017;0,2;929,3;12,1;21;13,7;74,6;2,9
25/10/2017;0;926,6;15,1;30,5;16,2;72,4;2,3
26/10/2017;32;924,3;15,2;25,7;15,4;74,8;2,2
27/10/2017;3,8;921,6;14,9;26,1;17,8;69,9;2,1
28/10/2017;2,4;920;14,5;27,9;18,3;60,7;4,7
29/10/2017;0;924,1;16;24,9;19,4;70,8;1,9
30/10/2017;1,6;921,5;16,4;22,9;17,8;79,5;1,5
31/10/2017;7;922,3;15;23,1;17,8;76,5;2,4
01/11/2017;1;928,2;11,1;22,2;14,6;68,3;3,1
02/11/2017;0;929,5;11;25,9;14,5;63,5;3,3
03/11/2017;0;925,8;12,4;31,2;14,9;59,7;2
04/11/2017;0;922,2;15,9;28,9;20,9;61,9;3,2
05/11/2017;25;925;15;21,9;18,5;78,5;2,2
06/11/2017;1;927,6;13,3;19,3;15,1;80,8;2,4
07/11/2017;0,2;926,7;11,8;23,7;14,7;69;3,2
08/11/2017;0;924,9;13,5;26,4;16,1;70,2;2,8
09/11/2017;0,2;924,5;15,8;27;17,5;75,4;1,4
10/11/2017;4,4;921,2;16;29,9;18,2;66,8;1,9
11/11/2017;16,4;919,6;14,9;21,5;18,2;78,9;2
12/11/2017;0;919,9;7;28,3;12,6;47,8;1,7
13/11/2017;0;923,6;10,2;27,2;15,9;54,3;2,4
14/11/2017;0;926;9,3;28,5;13,2;56,9;2,7
15/11/2017;0;924,8;11,2;32,4;14,8;50,7;2,3
16/11/2017;0;924;13,7;31,7;20,9;49,2;2,5
17/11/2017;4,8;923;14,9;29,5;18,4;65,1;1,8
18/11/2017;13,2;920,5;16,1;29,6;18,3;70;2,4
19/11/2017;22,4;921,2;17;26,6;18,7;77,1;2,9
20/11/2017;3,4;924,1;16,5;21,8;18,8;82,2;2,3
21/11/2017;6,4;922,7;16,5;29,7;17,6;75,2;1,9
22/11/2017;27,8;921,2;16,4;24,3;18,5;81,3;2
23/11/2017;1;925,5;13,4;22,2;15,3;75,7;2,6
24/11/2017;0;926,4;12,3;29,7;16,3;60,7;2
25/11/2017;0;925,4;14,6;32,2;17,5;60,7;1,8
26/11/2017;7,6;922,4;16,4;25,8;19,8;68,3;3,4
27/11/2017;26,6;924,6;17,5;26,9;18,7;75,6;2,4
28/11/2017;1,8;927,6;15,8;24,6;19,8;73,3;2,4
29/11/2017;0;926,3;12,3;26,3;15,8;62,6;2,7
30/11/2017;0;923,1;13,1;24,2;16,5;68,8;2,7
01/12/2017;0;922,5;14,6;25,8;17,9;70,5;2,6
02/12/2017;0;923,8;15,1;25,8;17,9;71,7;2,7
03/12/2017;0;922,7;15,9;29,3;18,5;71,1;2,4
04/12/2017;0;922,2;16,6;31,1;19,5;69,1;2
05/12/2017;0;924,9;16,2;28,5;19,2;67,1;2,4
06/12/2017;0;924,6;16,2;29,6;19,9;67,6;2,9
07/12/2017;0;921,5;17;27,5;19,3;73;1,8
08/12/2017;8,2;919,2;18;28,6;19,9;80,6;1,4
09/12/2017;10,6;920,3;15,9;28;19;68,9;1,9
10/12/2017;0;918,2;14,8;30,6;17,1;66;1,5
11/12/2017;5,6;919,3;15,6;31,5;18,2;67,8;2,2
12/12/2017;0,4;926,4;13,7;21,1;17,1;73,5;3,2
13/12/2017;0;928;14;27;17;69,3;2,9
14/12/2017;0;927,1;14,2;32,1;18,1;60,5;1,9
15/12/2017;0;925;15,1;32,4;18,4;59,7;1,9
16/12/2017;0;924,6;14,9;31,6;20,1;56,8;1,1
17/12/2017;2,6;924,9;14,1;32,8;20,6;48,5;1,9
18/12/2017;11,6;927,4;16,1;29,8;19,1;63,9;2,4
19/12/2017;0;928,5;17,2;30,6;20,4;68,8;2,4
20/12/2017;0;925,7;16,8;30,7;20,8;67,7;2
21/12/2017;29,6;924,5;17,2;21,5;17,6;82,4;1,4
22/12/2017;9,4;924,7;17,1;23,3;19,5;77,8;1,9
23/12/2017;2,2;923,9;16,5;28,7;20,1;65,3;3,1
24/12/2017;0,2;922,5;16,5;27,9;21,5;61,6;2,9
25/12/2017;0;923,4;17,8;28,9;21,9;71,9;1,6
26/12/2017;31,6;925,3;18;29,1;19,5;78,5;1,8
27/12/2017;10,8;925,8;18;30;20,9;71,4;1,9
28/12/2017;2,2;925;18,2;26,4;21,5;76,1;1,6
29/12/2017;5,4;923,2;18,1;24,2;19,1;79,3;1,7
30/12/2017;14,6;921,5;17,4;25,2;19,1;79;3,8
31/12/2017;8,8;922;17,7;25,5;19,8;78;3,6
01/01/2018;26,6;922,7;17,4;29;19,1;69,5;3,3
02/01/2018;0;919,8;17,9;28;21,6;70;3,4
03/01/2018;2,6;919,5;18,1;26,3;20,4;80;2,7
04/01/2018;12,4;924,6;12,4;28,6;17,9;57,4;2,8
05/01/2018;0;925,3;15,1;29,7;17,5;65,9;2,3
06/01/2018;0;924,8;16,7;28;20,1;69,9;1,9
07/01/2018;8,8;926,1;15;20,1;16,8;81;2
08/01/2018;31;928,2;16,8;21,4;16,3;86,4;1,2
09/01/2018;9,8;929,8;16,9;25,7;18,2;80,1;1,5
10/01/2018;1,2;930;16,9;29,3;18,9;73,5;1,8
11/01/2018;18,2;928,1;17,4;30,4;19,3;73,2;1,6
12/01/2018;20,8;925,3;15,7;24,5;19,2;69,5;2,6
13/01/2018;0,6;923,7;15,6;26,9;18,9;69,1;2,5
14/01/2018;1;924,7;15,6;30,5;20,3;65,3;2,2
15/01/2018;6,2;925,4;16,2;29,7;19,2;63,6;2,7
16/01/2018;0,8;927,1;16,5;29,2;20,2;63,6;1,9
17/01/2018;5,8;926,8;18,2;30,9;21;68,4;1,1
18/01/2018;0;925,8;18,3;31,8;22;63,8;2,2
19/01/2018;12,4;926,5;17,3;29,4;20,1;69,1;1,6
20/01/2018;2;926,7;17,6;29,5;20;75,2;1,1
21/01/2018;21,6;925,6;17,3;30,7;19,5;73,5;1,6
22/01/2018;9,4;923,5;17,1;32,2;20;64,3;1,8
23/01/2018;4,2;923,7;17,6;32,5;20,8;67,5;1,6
24/01/2018;4,8;923,8;16,2;34;20,5;60,4;2,1
25/01/2018;0;924;17,9;30,2;21,3;68,3;2,4
26/01/2018;0;925,1;16,9;24,8;20,8;73,9;2,6
27/01/2018;0,8;925,4;16,1;25,4;18,3;74,2;2,5
28/01/2018;0;923;17,1;31,3;19,6;69,7;2,2
29/01/2018;2,8;921;19;27,1;21,6;78,3;1,6
30/01/2018;36,2;921,4;16,2;21,5;18,2;83,2;1,6
31/01/2018;16,8;922,8;14,8;25,9;16,9;71;2,5
01/02/2018;0,2;923,3;14,8;27,6;18,1;66,7;2,2
02/02/2018;0;921,8;15,3;28,1;18,7;67,7;2,2
03/02/2018;0;921,9;15,3;26,1;18,7;70,4;2,8
04/02/2018;0;924,3;13,7;25,7;16,8;67,6;2,8
05/02/2018;0;923,3;14,8;25,7;18;69,5;2,8
06/02/2018;0,2;922,1;15,6;24,5;17,7;74,7;1,8
07/02/2018;0;922,7;14,5;29,1;18,7;63,3;1,6
08/02/2018;0;924;14,1;29,9;17,3;61,7;1,4
09/02/2018;1,4;924,7;14,3;33,2;19,3;53,6;1,6
10/02/2018;0;925,2;16,2;30;22,2;61,8;2,2
11/02/2018;11,4;924,8;17,8;31,3;19,3;66,6;1,3
12/02/2018;0,2;924,3;17,9;32;22,6;63,4;2,1
13/02/2018;2;928,2;16,8;23,9;19;80;2,8
14/02/2018;0,2;930,7;16,2;22,3;17,9;81,6;2,3
15/02/2018;1,6;931,1;16,4;24,6;17,7;79,9;2,3
16/02/2018;0,4;931,3;15,4;24,9;16,9;78,5;2,4
17/02/2018;0;928,5;15,6;27,4;17,7;72,6;2
18/02/2018;0,8;925,6;16,8;24,2;19,7;77,5;1,1
19/02/2018;0;922,8;15,9;27;18,5;67,3;1,8
20/02/2018;0;921,2;17,5;28,1;21,2;68,5;2,4
21/02/2018;5;920,9;16,6;29,8;20,3;62,7;3,6
22/02/2018;0;921,8;17,4;30,4;20,3;69,4;1,7
23/02/2018;9;925,3;16,1;27,7;19,2;69,1;2,4
24/02/2018;0;927,2;13,9;27,9;17,8;62,5;2,6
25/02/2018;0;927,2;15,3;26,8;17,6;68,7;2,5
26/02/2018;0;926,1;16,4;27,6;19,5;74,8;1,5
27/02/2018;71,8;925,1;17,3;28,7;18,9;75;1,5
28/02/2018;0;924,4;17,1;31,4;19,2;67,9;1,6
01/03/2018;0;926;17,9;31,1;20,7;68,5;1,3
02/03/2018;1;926,2;18,3;31,8;21,1;71,3;1,5
03/03/2018;4,2;924,5;17,9;29,8;20;73,2;1,8
04/03/2018;0;922,5;18;32;20,9;71,5;1,2
05/03/2018;6,6;921,7;18,4;31,3;20,4;73,7;1,2
06/03/2018;22,4;922,2;18,6;30,9;20,7;73,1;1,1
07/03/2018;2,8;922,6;18,8;30,3;21,1;76,5;2
08/03/2018;0,8;924;17,8;24,1;20,1;81,1;2,2
09/03/2018;0,6;924,8;16,3;27,1;19,2;71,3;2,2
10/03/2018;0;923,3;17,3;27,7;19,9;75,1;2,1
11/03/2018;0,8;921,8;16,5;30,7;19,2;67,5;1,3
12/03/2018;0;920,9;17,5;31,3;20,3;66,8;1,9
13/03/2018;41;923,4;19,4;29,6;19,5;76,4;1,4
14/03/2018;0;924,3;18,1;33,4;21,3;66,2;2
15/03/2018;30,6;925,2;17,4;30,8;19,6;65,5;2,4
16/03/2018;0;925,1;17,5;30,8;22;61,9;2
17/03/2018;0;925,3;17,7;30;21,2;68,7;1,9
18/03/2018;0;923,3;17,4;32,1;19,5;69,5;1,7
19/03/2018;0;922,7;18,6;32,5;21,4;70,8;1,5
20/03/2018;8,4;923,7;18,8;31,4;22,1;73,5;0,9
21/03/2018;49,6;924,6;17,4;28;18,9;74,8;2
22/03/2018;5,4;925,2;17,5;26,9;19,6;78;1,8
23/03/2018;0;925,4;17,9;30,4;20,2;72,5;2,1
24/03/2018;0;925,9;17,2;30,5;20;65,5;1,6
25/03/2018;0;925,8;16;30,2;20,4;58,4;1,8
26/03/2018;0;926,8;17,4;28,2;21,6;70,2;1,8
27/03/2018;14;928,3;17,4;29,5;17;75;1,3
28/03/2018;9;928,1;17,2;28,4;18,9;78,8;1
29/03/2018;23,4;927,4;17,7;28,6;19,1;77,1;1,4
30/03/2018;1,8;926,1;17,1;28,5;19,6;75,2;1,6
31/03/2018;7,2;924,9;17,2;28,5;19,2;73,6;1,5
01/04/2018;7,8;923,4;17,1;28,4;19,6;69,5;2,3
02/04/2018;2,2;922,8;17,2;26,3;20,1;73,5;2,7
03/04/2018;0,2;921,9;17,4;26,4;20,6;73,2;2
04/04/2018;0,8;923;16,1;27,2;19,1;72,2;1,3
05/04/2018;0;923,5;15,7;28,6;18;70,2;1,8
06/04/2018;0;924,8;16;27,8;19,4;69,5;1,9
07/04/2018;0;926,6;15,9;29;17,8;71,7;2
08/04/2018;0;928;16,3;28,3;18,6;73,3;2,2
09/04/2018;0;928,4;16;27,9;18,4;71,3;2
10/04/2018;0;928,9;15,5;28,7;18,3;68,3;2,2
11/04/2018;0;929,1;14,6;27,6;18,5;66,3;2,4
12/04/2018;0;929;14,3;28,8;17,6;63,2;1,8
13/04/2018;0;929,8;14,5;30,2;19,3;58;1,2
14/04/2018;0;932,3;15,6;26,5;19,4;68,9;2,1
15/04/2018;3,6;933,1;16,4;20,7;18,3;83,4;2
16/04/2018;13;932,9;14,3;21;17,1;78,4;2,9
17/04/2018;0;932,9;12,5;23,4;15,8;69,3;3
18/04/2018;0;933,3;11,6;25;14;66,4;2,3
19/04/2018;0;931,6;10,8;26,3;14;61,8;1,5
20/04/2018;0;929,7;8,1;26;14,3;50,9;1,3
21/04/2018;0;928,2;11,2;25,7;13,7;63,7;1,5
22/04/2018;0;928,1;13,8;26,5;15,8;70,5;1,9
23/04/2018;0;929,1;14,3;26,5;16,8;69,8;1,6
24/04/2018;0;930,2;14,4;27,5;16,9;69,7;1,7
25/04/2018;0;930,6;15;28,3;17,6;70,2;1,8
26/04/2018;0;929,5;15,8;28;18,3;71,5;2
27/04/2018;0;929,6;15,4;28,8;18,7;68;1,9
28/04/2018;0;929,9;15,9;28,8;19,2;68,3;1,6
29/04/2018;0;929,3;14,7;28,2;18,8;66,3;1,7
30/04/2018;0;928,5;12,3;29,4;16,7;56,6;1,3
01/05/2018;0;929,6;14,8;28,3;17,9;65;1,2
02/05/2018;0;930,7;15,4;27,4;17,9;70,5;1,9
03/05/2018;0;929,4;14,6;28,9;17,9;64,8;1,9
04/05/2018;0;928,9;13,9;29,5;17,6;62,5;1,2
05/05/2018;0;929,7;14,2;30,2;18;61,5;1,3
06/05/2018;0;931,5;15;26,3;18;70,3;1,8
07/05/2018;0;931,9;15;25,3;18,1;71,5;2,3
08/05/2018;0;931,6;14,4;24,2;16,8;73,9;2,5
09/05/2018;0;931,4;12,4;25;15,8;66,9;2,3
10/05/2018;0;929,3;12,1;26,8;16;62,9;1,8
11/05/2018;0;927,5;12,1;27;15,2;60;1,8
12/05/2018;0;925,6;13,3;26,4;19,7;61,3;2,3
13/05/2018;0;928,3;13,4;24,3;16,7;72,1;1,9
